187
5	8	0
50	45	0
78	14	0
39	53	0
5	24	0
41	11	0
10	80	0
16	17	0
22	5	0
7	4	0
7	21	0
35	59	0
86	42	0
10	4	0
8	59	0
84	30	0
67	40	0
10	60	0
9	16	0
20	30	0
18	27	0
57	26	0
7	61	0
35	51	0
49	15	0
57	36	0
8	65	0
5	0	0
5	76	0
18	35	0
24	47	0
25	10	0
80	10	0
5	22	0
18	16	0
35	14	0
16	9	0
7	70	0
10	31	0
29	20	0
5	54	0
20	71	0
35	6	0
59	83	0
46	10	0
66	14	0
10	87	0
10	46	0
46	5	0
8	3	0
78	86	0
20	11	0
5	69	0
78	33	0
39	36	0
22	39	0
5	13	0
18	41	0
41	38	0
5	25	0
10	27	0
77	11	0
66	8	0
46	25	0
8	55	0
7	65	0
5	49	0
77	55	0
24	5	0
62	35	0
5	3	0
84	28	0
22	29	0
46	88	0
5	10	0
49	82	0
25	46	0
81	5	0
22	26	0
16	5	0
16	18	0
35	62	0
43	16	0
22	71	0
16	28	0
7	19	0
5	1	0
24	48	0
10	2	0
35	74	0
7	34	0
20	29	0
5	23	0
80	6	0
43	51	0
67	8	0
22	76	0
62	3	0
59	54	0
39	22	0
7	0	0
29	70	0
8	67	0
16	43	0
41	42	0
86	78	0
20	31	0
18	1	0
7	85	0
5	56	0
64	3	0
25	19	0
41	47	0
9	0	0
22	40	0
73	75	0
10	12	0
5	16	0
10	68	0
59	85	0
66	7	0
8	54	0
7	66	0
5	46	0
22	3	0
84	72	0
8	5	0
29	1	0
73	1	0
43	34	0
25	5	0
9	4	0
50	44	0
35	18	0
50	32	0
10	25	0
16	6	0
29	32	0
67	47	0
7	63	0
80	40	0
8	11	0
64	13	0
24	3	0
8	1	0
22	30	0
77	3	0
5	21	0
41	18	0
81	59	0
73	38	0
43	12	0
64	0	0
7	1	0
29	22	0
59	35	0
8	66	0
22	36	0
73	6	0
86	72	0
20	52	0
5	81	0
8	74	0
59	81	0
22	79	0
20	14	0
22	0	0
20	13	0
9	1	0
8	27	0
49	5	0
78	40	0
39	58	0
29	51	0
81	13	0
35	39	0
59	8	0
20	37	0
22	83	0
18	2	0
57	15	0
24	0	0
62	19	0
20	63	0
49	21	0
10	5	0
39	35	0
