89
0	0
1	1
3	2
4	3
5	4
6	5
7	6
8	7
9	8
10	9
11	10
12	11
13	12
14	13
16	14
17	15
18	16
19	17
21	18
22	19
23	20
24	21
26	22
27	23
28	24
29	25
30	26
31	27
32	28
33	29
35	30
36	31
37	32
38	33
39	34
40	35
41	36
42	37
43	38
44	39
45	40
46	41
47	42
48	43
50	44
51	45
52	46
53	47
54	48
55	49
56	50
57	51
58	52
59	53
60	54
61	55
62	56
63	57
65	58
66	59
67	60
68	61
69	62
70	63
71	64
72	65
73	66
74	67
75	68
76	69
78	70
79	71
80	72
82	73
83	74
84	75
85	76
86	77
87	78
88	79
90	80
91	81
92	82
93	83
94	84
95	85
96	86
97	87
99	88
