676
0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
10	8
11	9
12	10
13	11
14	12
15	13
16	14
17	15
18	16
19	17
22	18
23	19
24	20
26	21
27	22
28	23
29	24
30	25
31	26
34	27
35	28
39	29
42	30
45	31
47	32
48	33
50	34
51	35
53	36
54	37
58	38
62	39
63	40
64	41
65	42
66	43
67	44
69	45
71	46
72	47
73	48
76	49
77	50
80	51
81	52
82	53
85	54
86	55
87	56
89	57
91	58
92	59
93	60
95	61
96	62
97	63
99	64
101	65
103	66
104	67
106	68
107	69
108	70
109	71
110	72
112	73
113	74
119	75
121	76
123	77
125	78
126	79
129	80
130	81
131	82
134	83
135	84
136	85
138	86
139	87
140	88
141	89
142	90
143	91
144	92
145	93
146	94
147	95
148	96
150	97
151	98
152	99
153	100
154	101
155	102
156	103
157	104
158	105
159	106
160	107
161	108
162	109
163	110
164	111
165	112
166	113
167	114
169	115
171	116
172	117
174	118
176	119
177	120
178	121
180	122
181	123
182	124
184	125
185	126
186	127
188	128
189	129
190	130
191	131
192	132
193	133
194	134
199	135
201	136
204	137
205	138
206	139
207	140
208	141
210	142
215	143
217	144
220	145
224	146
227	147
228	148
231	149
232	150
234	151
237	152
239	153
241	154
243	155
245	156
246	157
250	158
252	159
254	160
255	161
257	162
258	163
259	164
260	165
261	166
262	167
263	168
265	169
267	170
268	171
269	172
270	173
271	174
272	175
273	176
275	177
276	178
277	179
279	180
280	181
281	182
282	183
283	184
285	185
286	186
287	187
288	188
289	189
290	190
291	191
293	192
294	193
295	194
297	195
298	196
299	197
300	198
303	199
304	200
305	201
306	202
307	203
310	204
311	205
312	206
313	207
314	208
315	209
316	210
317	211
318	212
319	213
320	214
321	215
323	216
325	217
326	218
327	219
329	220
330	221
331	222
332	223
333	224
335	225
336	226
337	227
338	228
339	229
341	230
342	231
343	232
344	233
345	234
346	235
348	236
349	237
350	238
351	239
352	240
354	241
355	242
356	243
357	244
358	245
359	246
360	247
361	248
362	249
363	250
365	251
367	252
368	253
369	254
371	255
372	256
373	257
374	258
375	259
377	260
378	261
379	262
380	263
381	264
382	265
383	266
384	267
385	268
386	269
391	270
392	271
393	272
394	273
396	274
397	275
398	276
399	277
400	278
401	279
403	280
404	281
405	282
406	283
407	284
409	285
411	286
412	287
413	288
414	289
416	290
417	291
418	292
419	293
420	294
421	295
422	296
424	297
425	298
427	299
428	300
429	301
431	302
432	303
434	304
436	305
437	306
439	307
440	308
441	309
442	310
443	311
445	312
446	313
448	314
449	315
450	316
451	317
452	318
453	319
454	320
455	321
457	322
458	323
459	324
460	325
461	326
462	327
463	328
465	329
466	330
467	331
468	332
469	333
470	334
471	335
472	336
473	337
474	338
475	339
476	340
477	341
478	342
479	343
480	344
481	345
482	346
483	347
484	348
485	349
486	350
487	351
488	352
489	353
490	354
491	355
493	356
494	357
496	358
497	359
498	360
499	361
500	362
501	363
502	364
504	365
505	366
506	367
507	368
508	369
509	370
510	371
511	372
512	373
513	374
514	375
515	376
516	377
517	378
518	379
519	380
520	381
521	382
525	383
527	384
528	385
530	386
531	387
532	388
534	389
535	390
536	391
537	392
538	393
539	394
540	395
543	396
545	397
547	398
548	399
550	400
552	401
554	402
560	403
561	404
562	405
563	406
564	407
565	408
567	409
568	410
569	411
570	412
571	413
573	414
574	415
575	416
576	417
578	418
579	419
580	420
581	421
582	422
583	423
584	424
585	425
586	426
588	427
589	428
590	429
592	430
593	431
594	432
595	433
596	434
597	435
598	436
599	437
601	438
602	439
603	440
604	441
605	442
606	443
607	444
608	445
609	446
610	447
611	448
613	449
615	450
616	451
618	452
619	453
620	454
621	455
622	456
624	457
625	458
626	459
627	460
629	461
630	462
633	463
634	464
635	465
636	466
638	467
639	468
640	469
641	470
643	471
644	472
648	473
649	474
650	475
651	476
652	477
654	478
655	479
657	480
658	481
659	482
660	483
661	484
662	485
663	486
667	487
669	488
670	489
671	490
672	491
679	492
680	493
681	494
682	495
683	496
685	497
688	498
691	499
692	500
695	501
696	502
697	503
698	504
699	505
701	506
703	507
704	508
707	509
708	510
711	511
712	512
713	513
714	514
715	515
716	516
717	517
718	518
720	519
722	520
723	521
726	522
727	523
728	524
729	525
731	526
734	527
735	528
737	529
738	530
739	531
741	532
742	533
748	534
749	535
750	536
752	537
755	538
757	539
758	540
759	541
761	542
762	543
763	544
764	545
765	546
769	547
770	548
773	549
774	550
778	551
781	552
782	553
784	554
785	555
787	556
788	557
789	558
791	559
793	560
794	561
795	562
796	563
800	564
802	565
803	566
805	567
806	568
807	569
808	570
809	571
812	572
815	573
817	574
819	575
820	576
823	577
825	578
827	579
828	580
829	581
833	582
836	583
837	584
838	585
840	586
842	587
843	588
848	589
852	590
853	591
855	592
856	593
858	594
859	595
860	596
861	597
862	598
863	599
864	600
865	601
867	602
869	603
870	604
871	605
872	606
873	607
874	608
875	609
876	610
878	611
880	612
881	613
882	614
883	615
886	616
889	617
890	618
894	619
896	620
899	621
900	622
901	623
904	624
906	625
907	626
908	627
910	628
911	629
913	630
914	631
917	632
920	633
922	634
923	635
924	636
927	637
929	638
930	639
933	640
934	641
935	642
936	643
937	644
938	645
942	646
943	647
946	648
949	649
951	650
952	651
955	652
956	653
957	654
959	655
962	656
963	657
965	658
966	659
968	660
970	661
971	662
974	663
975	664
976	665
977	666
980	667
981	668
982	669
983	670
988	671
989	672
993	673
994	674
996	675
