95
0	0
1	1
2	2
3	3
4	4
5	5
6	6
7	7
8	8
9	9
10	10
11	11
12	12
13	13
14	14
15	15
16	16
17	17
18	18
19	19
20	20
21	21
22	22
23	23
24	24
25	25
26	26
27	27
28	28
30	29
31	30
32	31
33	32
34	33
35	34
36	35
37	36
38	37
39	38
40	39
41	40
42	41
43	42
44	43
45	44
46	45
47	46
48	47
49	48
50	49
51	50
52	51
53	52
54	53
55	54
56	55
58	56
59	57
60	58
61	59
63	60
64	61
65	62
66	63
67	64
68	65
69	66
70	67
71	68
72	69
74	70
75	71
76	72
78	73
79	74
80	75
81	76
82	77
83	78
84	79
85	80
86	81
87	82
88	83
89	84
90	85
91	86
92	87
93	88
94	89
95	90
96	91
97	92
98	93
99	94
