1103
436	343	0
212	99	0
64	528	0
528	609	0
645	433	0
460	619	0
127	185	0
570	528	0
545	519	0
229	206	0
472	488	0
138	149	0
613	624	0
542	175	0
391	437	0
230	241	0
43	6	0
664	492	0
413	336	0
101	117	0
649	474	0
535	472	0
594	558	0
621	455	0
466	537	0
529	537	0
287	385	0
93	49	0
313	340	0
399	343	0
560	539	0
355	287	0
122	188	0
495	649	0
251	113	0
474	635	0
367	255	0
229	140	0
553	554	0
65	154	0
104	100	0
133	99	0
604	591	0
187	223	0
82	122	0
115	103	0
64	65	0
360	330	0
499	522	0
365	273	0
100	173	0
515	645	0
77	131	0
242	88	0
452	597	0
569	659	0
190	104	0
474	530	0
105	214	0
165	249	0
5	180	0
667	550	0
372	415	0
33	215	0
27	238	0
456	471	0
75	139	0
606	599	0
564	592	0
216	73	0
620	513	0
670	524	0
600	609	0
164	16	0
599	625	0
336	298	0
526	373	0
44	47	0
449	585	0
353	325	0
49	84	0
127	135	0
520	447	0
331	433	0
449	612	0
538	519	0
117	20	0
123	100	0
637	575	0
68	245	0
345	419	0
384	309	0
40	153	0
394	319	0
524	510	0
357	123	0
3	112	0
190	30	0
539	588	0
153	125	0
550	548	0
672	472	0
382	340	0
401	93	0
125	241	0
606	620	0
452	660	0
143	33	0
456	522	0
655	452	0
612	660	0
112	9	0
627	514	0
100	126	0
564	440	0
550	610	0
175	32	0
505	620	0
309	294	0
67	100	0
9	91	0
174	251	0
206	113	0
141	5	0
139	28	0
104	148	0
64	111	0
123	222	0
569	475	0
123	60	0
158	16	0
460	563	0
131	179	0
528	624	0
0	238	0
659	512	0
532	448	0
291	364	0
489	468	0
450	449	0
670	503	0
309	463	0
666	470	0
515	456	0
149	32	0
306	368	0
504	492	0
89	45	0
103	25	0
82	150	0
142	59	0
204	131	0
295	276	0
318	430	0
133	87	0
105	180	0
582	635	0
548	459	0
560	610	0
388	356	0
53	40	0
4	219	0
360	418	0
179	237	0
276	390	0
237	238	0
512	594	0
624	488	0
325	352	0
616	583	0
533	470	0
620	654	0
655	455	0
478	462	0
261	436	0
122	518	0
650	455	0
331	402	0
131	125	0
245	192	0
83	133	0
418	286	0
624	483	0
631	452	0
58	187	0
235	5	0
275	205	0
36	65	0
453	658	0
391	387	0
644	520	0
300	364	0
287	383	0
600	569	0
207	89	0
44	46	0
1	58	0
153	45	0
19	127	0
154	33	0
249	34	0
455	585	0
309	308	0
418	323	0
588	522	0
650	496	0
448	543	0
115	238	0
11	206	0
468	513	0
214	231	0
214	48	0
215	55	0
89	178	0
334	391	0
245	254	0
328	433	0
356	321	0
30	69	0
9	373	0
66	355	0
149	194	0
192	407	0
561	573	0
75	21	0
277	614	0
454	71	0
298	430	0
629	576	0
223	175	0
630	470	0
463	541	0
490	419	0
335	368	0
555	606	0
150	151	0
367	324	0
498	611	0
488	647	0
659	503	0
125	243	0
237	15	0
3	166	0
380	419	0
281	489	0
270	372	0
374	340	0
498	393	0
653	456	0
660	565	0
84	63	0
187	246	0
152	115	0
562	654	0
390	341	0
654	673	0
496	445	0
93	221	0
464	475	0
117	3	0
40	98	0
518	446	0
528	154	0
465	563	0
539	476	0
565	622	0
488	523	0
275	325	0
433	266	0
469	583	0
188	152	0
562	671	0
389	255	0
170	61	0
423	383	0
565	534	0
188	148	0
374	419	0
390	269	0
449	510	0
152	202	0
15	54	0
1	195	0
296	300	0
133	194	0
596	647	0
436	423	0
166	64	0
373	278	0
329	258	0
366	399	0
349	312	0
414	277	0
57	226	0
595	670	0
77	206	0
589	558	0
640	469	0
489	528	0
120	150	0
290	279	0
5	39	0
257	290	0
543	530	0
482	528	0
144	229	0
53	230	0
551	469	0
482	518	0
286	294	0
29	26	0
360	421	0
428	356	0
39	4	0
420	391	0
159	15	0
185	218	0
211	16	0
463	32	0
233	58	0
55	79	0
636	644	0
649	463	0
142	146	0
416	279	0
10	238	0
269	377	0
170	236	0
198	28	0
611	509	0
34	8	0
464	530	0
75	102	0
184	224	0
112	34	0
215	133	0
553	649	0
131	255	0
489	587	0
5	228	0
291	294	0
200	211	0
100	210	0
271	407	0
90	164	0
230	201	0
571	594	0
261	310	0
87	231	0
606	500	0
152	131	0
140	235	0
300	357	0
117	195	0
541	565	0
286	330	0
360	422	0
153	35	0
494	619	0
607	261	0
123	55	0
268	298	0
8	151	0
572	503	0
616	607	0
390	294	0
263	630	0
131	192	0
530	665	0
356	326	0
166	54	0
182	100	0
355	400	0
16	64	0
113	184	0
583	512	0
618	249	0
47	84	0
537	619	0
308	323	0
59	107	0
656	490	0
184	109	0
184	97	0
91	136	0
497	573	0
456	525	0
101	92	0
275	391	0
368	423	0
450	477	0
454	0	0
141	226	0
446	644	0
469	601	0
151	240	0
70	142	0
24	91	0
457	637	0
606	172	0
397	388	0
609	621	0
49	666	0
86	47	0
274	329	0
159	153	0
339	313	0
397	330	0
362	385	0
134	68	0
381	364	0
61	235	0
123	16	0
197	63	0
524	486	0
221	240	0
214	15	0
659	126	0
140	238	0
618	663	0
142	171	0
619	533	0
506	452	0
604	659	0
571	498	0
375	428	0
406	388	0
276	323	0
59	24	0
290	303	0
479	459	0
230	62	0
340	290	0
600	620	0
363	268	0
626	489	0
654	565	0
459	490	0
195	511	0
46	170	0
55	77	0
405	277	0
502	470	0
554	658	0
229	242	0
452	532	0
397	449	0
466	665	0
273	322	0
624	634	0
172	297	0
101	207	0
245	215	0
32	142	0
300	269	0
648	621	0
619	521	0
400	358	0
337	469	0
479	563	0
585	567	0
61	51	0
52	402	0
469	455	0
256	258	0
625	631	0
138	47	0
493	582	0
168	100	0
332	449	0
230	209	0
314	345	0
282	383	0
658	614	0
32	157	0
1	192	0
36	216	0
255	316	0
2	245	0
261	89	0
611	631	0
673	642	0
