290
0	3	0
0	4	0
0	5	0
0	6	0
0	7	0
0	8	0
0	10	0
0	17	0
0	19	0
0	20	0
0	26	0
0	28	0
0	38	0
0	41	0
0	71	0
0	88	0
1	3	0
1	4	0
1	5	0
1	6	0
1	7	0
1	8	0
1	9	0
1	10	0
1	12	0
1	21	0
1	33	0
1	81	0
1	82	0
2	3	0
3	4	0
3	7	0
3	11	0
3	14	0
3	15	0
3	16	0
3	17	0
3	21	0
3	24	0
3	43	0
3	49	0
3	50	0
3	58	0
3	65	0
3	78	0
3	79	0
4	5	0
4	6	0
4	9	0
4	13	0
4	14	0
4	25	0
4	26	0
4	27	0
4	28	0
4	38	0
4	45	0
4	50	0
4	69	0
4	71	0
4	72	0
4	75	0
4	86	0
4	97	0
4	98	0
4	99	0
5	8	0
5	10	0
5	11	0
5	27	0
5	30	0
5	34	0
5	47	0
5	59	0
5	60	0
5	64	0
5	67	0
5	75	0
6	9	0
6	11	0
6	14	0
6	18	0
6	24	0
6	26	0
6	27	0
6	28	0
6	29	0
6	52	0
6	55	0
6	60	0
6	62	0
6	76	0
6	85	0
6	91	0
7	12	0
7	13	0
7	15	0
7	18	0
7	20	0
7	22	0
7	32	0
7	38	0
7	40	0
7	42	0
7	81	0
7	82	0
7	89	0
7	90	0
7	98	0
8	22	0
8	24	0
8	39	0
8	68	0
8	70	0
8	72	0
8	73	0
8	78	0
8	95	0
9	12	0
9	31	0
9	60	0
9	61	0
9	66	0
9	72	0
9	73	0
9	74	0
9	83	0
10	18	0
11	13	0
11	29	0
11	31	0
11	36	0
11	52	0
11	67	0
11	75	0
11	90	0
11	97	0
12	15	0
12	16	0
12	19	0
12	23	0
12	46	0
12	47	0
12	59	0
12	62	0
12	86	0
13	25	0
13	41	0
13	43	0
13	48	0
14	23	0
14	30	0
14	71	0
14	91	0
15	16	0
15	36	0
15	53	0
15	67	0
16	17	0
16	22	0
16	23	0
16	25	0
16	34	0
16	35	0
16	37	0
16	40	0
16	50	0
16	73	0
16	80	0
16	87	0
17	20	0
17	55	0
17	63	0
18	19	0
18	21	0
18	32	0
18	48	0
19	37	0
20	98	0
21	31	0
21	40	0
21	46	0
22	29	0
22	69	0
23	33	0
23	35	0
23	36	0
23	42	0
23	58	0
23	70	0
23	79	0
24	55	0
24	61	0
24	70	0
24	84	0
24	85	0
24	92	0
25	39	0
25	89	0
25	99	0
26	30	0
26	33	0
26	35	0
26	41	0
26	44	0
26	45	0
26	79	0
26	85	0
26	88	0
26	93	0
27	39	0
28	53	0
28	54	0
29	52	0
30	34	0
30	63	0
30	80	0
31	32	0
31	62	0
32	54	0
32	94	0
33	37	0
33	57	0
33	78	0
34	51	0
35	94	0
37	56	0
38	42	0
38	43	0
38	51	0
38	77	0
38	87	0
39	48	0
40	44	0
40	57	0
40	66	0
40	69	0
40	83	0
41	44	0
41	49	0
41	63	0
41	76	0
41	84	0
41	97	0
42	89	0
43	45	0
43	46	0
43	49	0
43	51	0
43	68	0
43	82	0
44	59	0
44	65	0
45	68	0
45	74	0
45	76	0
45	87	0
45	90	0
46	47	0
46	53	0
47	96	0
48	57	0
50	54	0
50	56	0
51	56	0
51	61	0
51	88	0
52	99	0
53	74	0
53	83	0
54	58	0
55	92	0
59	65	0
60	64	0
60	66	0
61	86	0
62	77	0
64	81	0
64	95	0
66	91	0
66	93	0
66	95	0
68	77	0
77	80	0
79	93	0
80	94	0
80	96	0
82	84	0
85	92	0
87	96	0
