162
12	1	0
17	20	0
16	87	0
20	7	0
84	41	0
3	7	0
16	50	0
5	8	0
53	83	0
3	24	0
12	59	0
16	3	0
16	22	0
5	47	0
72	8	0
62	31	0
16	25	0
5	60	0
98	7	0
3	79	0
3	2	0
75	11	0
5	11	0
20	98	0
80	94	0
51	34	0
39	48	0
97	41	0
85	6	0
57	40	0
31	21	0
5	34	0
75	5	0
39	27	0
3	1	0
5	64	0
5	27	0
62	6	0
53	46	0
37	16	0
16	35	0
3	11	0
17	55	0
5	1	0
3	17	0
51	43	0
5	67	0
5	30	0
38	51	0
62	12	0
49	41	0
61	9	0
98	20	0
97	4	0
20	0	0
22	16	0
22	69	0
68	77	0
49	3	0
38	87	0
22	7	0
37	19	0
51	88	0
77	38	0
85	24	0
31	11	0
5	4	0
80	16	0
51	38	0
12	7	0
60	9	0
16	23	0
72	9	0
3	50	0
57	33	0
38	77	0
5	59	0
22	29	0
98	4	0
3	78	0
5	10	0
12	46	0
38	42	0
3	43	0
12	23	0
3	49	0
3	15	0
75	4	0
3	0	0
85	92	0
77	68	0
37	56	0
3	21	0
60	66	0
12	62	0
61	24	0
20	17	0
12	9	0
12	86	0
16	17	0
53	28	0
39	25	0
5	0	0
3	16	0
84	82	0
60	5	0
57	48	0
38	7	0
68	8	0
16	73	0
37	33	0
17	0	0
49	43	0
38	0	0
12	19	0
31	62	0
97	11	0
3	4	0
80	77	0
68	43	0
12	47	0
53	15	0
85	26	0
5	75	0
38	43	0
31	9	0
80	30	0
61	86	0
17	3	0
12	16	0
17	16	0
39	8	0
31	32	0
3	14	0
84	24	0
51	61	0
3	65	0
77	80	0
17	63	0
80	96	0
16	15	0
3	58	0
72	4	0
16	80	0
16	37	0
61	51	0
16	40	0
88	26	0
68	45	0
51	56	0
53	74	0
60	64	0
88	0	0
60	6	0
16	12	0
38	4	0
88	51	0
12	15	0
16	34	0
22	8	0
77	62	0
62	77	0
